"Latitude","Longitude","UTC","Pollutant","AQI","Category","Location","ReportingAgency","StationID","FullStationID"
"50.018425","-125.2484","2021-10-20T20:00","PM2.5","33","1","Elk Falls Dogwood","British Columbia Ministry of Environment","000102801","124000102801"
"49.261014","-124.806628","2021-10-20T20:00","PM2.5","57","2","Port Alberni Elementary","British Columbia Ministry of Environment","000102602","124000102602"
"48.2867","-124.6203","2021-10-20T20:00","PM2.5","0","1","Cheeka Peak","Washington Department of Ecology","530090013","840530090013"
"48.366058","-124.610046","2021-10-20T20:00","PM2.5","8","1","Neah Bay 2-Makah Tribe","Washington Department of Ecology","530090015","840530090015"
"49.889299","-124.5624","2021-10-20T20:00","PM2.5","18","1","Powell River James T","British Columbia Ministry of Environment","000102303","124000102303"
"42.054597","-124.276768","2021-10-20T20:00","PM2.5","28","1","Brookings CPFA","Oregon Dept. of Environmental Quality","840410150002","840410150002"
"43.381943","-124.263885","2021-10-20T20:00","PM2.5","31","1","CTCLUSI Radar Hill-OR","Quality Review and Exchange System for Tribes (QREST)","410111036","840410111036"
"43.362575","-124.218856","2021-10-20T20:00","PM2.5","44","1","Coos Bay Marshfield HS","Oregon Dept. of Environmental Quality","840410110003","840410110003"
"40.776943","-124.177498","2021-10-20T20:00","PM10","9","1","Jacobs","North Coast Unified Air Quality Management District","060231004","840060231004"
"43.989643","-124.109312","2021-10-20T20:00","PM2.5","18","1","Florence-Department of Forestry","Lane Regional Air Protection Agency","840410390100","840410390100"
"49.20083","-123.99389","2021-10-20T20:00","PM2.5","33","1","Nanaimo Labieux Road","British Columbia Ministry of Environment","000102102","124000102102"
"46.9772","-123.8317","2021-10-20T20:00","PM2.5","14","1","Aberdeen-Division St","Washington Department of Ecology","530272002","840530272002"
"45.457347","-123.802809","2021-10-20T20:00","PM2.5","59","2","Tillamook Forestry Dept","Oregon Dept. of Environmental Quality","840410570001","840410570001"
"39.43734","-123.78766","2021-10-20T20:00","PM10","3","1","Fort Bragg High School","Mendocino County AQMD","060450010","840060450010"
"46.688218","-123.731764","2021-10-20T20:00","PM2.5","64","2","Raymond-4th St","Washington Department of Ecology","840530499998","840530499998"
"48.786114","-123.717307","2021-10-20T20:00","PM2.5","50","1","Duncan College Street","British Columbia Ministry of Environment","000104804","124000104804"
"42.1617","-123.64835","2021-10-20T20:00","PM2.5","15","1","Cave Junction Forest Service","Oregon Dept. of Environmental Quality","410330036","840410330036"
"48.42389","-123.49278","2021-10-20T20:00","PM2.5","29","1","Colwood City Hall","British Columbia Ministry of Environment","000100308","124000100308"
"48.115","-123.436434","2021-10-20T20:00","PM2.5","31","1","Port Angeles-E 5th St","Washington Department of Ecology","530090017","840530090017"
"43.152911","-123.382212","2021-10-20T20:00","PM2.5","9","1","Roseburg Fire Dept","Oregon Dept. of Environmental Quality","840410190004","840410190004"
"43.2266","-123.36479","2021-10-20T20:00","PM2.5","14","1","Roseburg - Garden Valley Blvd.","Oregon Dept. of Environmental Quality","410190002","840410190002"
"48.441942","-123.363165","2021-10-20T20:00","PM2.5","44","1","Victoria Topaz","British Columbia Ministry of Environment","000100304","124000100304"
"39.39861","-123.35872","2021-10-20T20:00","PM2.5","39","1","Willits Unified School District","Mendocino County AQMD","060452002","840060452002"
"42.434149","-123.348466","2021-10-20T20:00","PM2.5","10","1","Grants Pass - Parkside School","Oregon Dept. of Environmental Quality","410330114","840410330114"
"44.92261","-123.301956","2021-10-20T20:00","PM2.5","7","1","Dallas LaCreole Middle School","Oregon Dept. of Environmental Quality","840410530004","840410530004"
"44.5884","-123.2673","2021-10-20T20:00","PM2.5","13","1","Corvallis - Circle Blvd.","Oregon Dept. of Environmental Quality","410030013","840410030013"
"39.150478","-123.206528","2021-10-20T20:00","PM2.5","17","1","Ukiah Library","Mendocino County AQMD","060450006","840060450006"
"49.18639","-123.15222","2021-10-20T20:00","PM2.5","32","1","Vancouver Airport","Metro Vancouver","000100134","124000100134"
"49.70516","-123.15133","2021-10-20T20:00","PM2.5","27","1","SQUAMISH ELEMENTARY","British Columbia Ministry of Environment","000101603","124000101603"
"44.067223","-123.14135","2021-10-20T20:00","PM2.5","8","1","Eugene - Highway 99","Lane Regional Air Protection Agency","410390059","840410390059"
"44.1158","-123.12107","2021-10-20T20:00","PM2.5","5","1","Eugene - Wilkes Dr.","Lane Regional Air Protection Agency","840410390101","840410390101"
"49.14139","-123.10833","2021-10-20T20:00","PM2.5","26","1","Richmond South","Metro Vancouver","000100128","124000100128"
"45.52483","-123.10554","2021-10-20T20:00","PM2.5","15","1","Forest Grove Pacific University","Oregon Dept. of Environmental Quality","840410670006","840410670006"
"47.213551","-123.100807","2021-10-20T20:00","PM2.5","22","1","Shelton-W Franklin","Washington Department of Ecology","530450007","840530450007"
"44.61569","-123.091457","2021-10-20T20:00","PM2.5","8","1","Albany - Calapooia School","Oregon Dept. of Environmental Quality","410430009","840410430009"
"44.0263","-123.08377","2021-10-20T20:00","PM2.5","7","1","Eugene - Amazon Park","Lane Regional Air Protection Agency","410390060","840410390060"
"49.323891","-123.083611","2021-10-20T20:00","PM2.5","20","1","Mahon Park","Metro Vancouver","000100132","124000100132"
"49.009869","-123.082017","2021-10-20T20:00","PM2.5","52","2","Tsawwassen","Metro Vancouver","000100140","124000100140"
"43.7995","-123.0535","2021-10-20T20:00","PM2.5","9","1","Cottage Grove City Shops","Lane Regional Air Protection Agency","410399004","840410399004"
"44.046683","-123.017736","2021-10-20T20:00","PM2.5","12","1","Springfield City Hall","Lane Regional Air Protection Agency","410391009","840410391009"
"44.943114","-123.005934","2021-10-20T20:00","PM2.5","8","1","Salem - State Hospital","Oregon Dept. of Environmental Quality","410470041","840410470041"
"49.21528","-122.98556","2021-10-20T20:00","PM2.5","38","1","Burnaby South","Metro Vancouver","000100119","124000100119"
"45.528501","-122.972398","2021-10-20T20:00","PM2.5","10","1","Hillsboro - Hare Field","Oregon Dept. of Environmental Quality","410670004","840410670004"
"49.2794","-122.9711","2021-10-20T20:00","PM2.5","66","2","Kensington Park","Metro Vancouver","000100110","124000100110"
"46.664089","-122.967323","2021-10-20T20:00","PM2.5","15","1","Chehalis-Market Blvd","Washington Department of Ecology","530410004","840530410004"
"46.1394","-122.9619","2021-10-20T20:00","PM2.5","6","1","Longview-30th Ave","Washington Department of Ecology","530150015","840530150015"
"50.144285","-122.960402","2021-10-20T20:00","PM2.5","25","1","Whistler Meadow Park","British Columbia Ministry of Environment","000105001","124000105001"
"49.15833","-122.90167","2021-10-20T20:00","PM2.5","23","1","North Delta","Metro Vancouver","000100125","124000100125"
"42.33155","-122.880266","2021-10-20T20:00","PM2.5","15","1","Medford Welch & Jackson","Oregon Dept. of Environmental Quality","410292129","840410292129"
"49.28083","-122.84917","2021-10-20T20:00","PM2.5","19","1","Rocky Point Park","Metro Vancouver","000100111","124000100111"
"47.029301","-122.821503","2021-10-20T20:00","PM2.5","9","1","Lacey-College St","Washington Department of Ecology","530670013","840530670013"
"38.403765","-122.818294","2021-10-20T20:00","PM2.5","21","1","Sebastopol","San Francisco Bay Area AQMD","060970004","840060970004"
"45.4702","-122.8159","2021-10-20T20:00","PM2.5","8","1","Beaverton - Highland Park School","Oregon Dept. of Environmental Quality","410670111","840410670111"
"42.623225","-122.810158","2021-10-20T20:00","PM2.5","9","1","Shady Cove - Shady Cove School","Oregon Dept. of Environmental Quality","410290019","840410290019"
"45.014998","-122.790382","2021-10-20T20:00","PM2.5","14","1","Silverton","Oregon Dept. of Environmental Quality","410470007","840410470007"
"42.229891","-122.7877","2021-10-20T20:00","PM2.5","17","1","Talent - Rapp Lane","Oregon Dept. of Environmental Quality","410290201","840410290201"
"48.129101","-122.7789","2021-10-20T20:00","PM2.5","15","1","Port Townsend-San Juan","Washington Department of Ecology","530310003","840530310003"
"45.768531","-122.7721","2021-10-20T20:00","PM2.5","13","1","Portland - Sauvie Island","Oregon Dept. of Environmental Quality","410090004","840410090004"
"45.39916","-122.7455","2021-10-20T20:00","PM2.5","20","1","Portland Near Road","Oregon Dept. of Environmental Quality","410670005","840410670005"
"45.5901","-122.73762","2021-10-20T20:00","PM2.5","8","1","Roosevelt High School","Oregon Dept. of Environmental Quality","840410510003","840410510003"
"44.3958","-122.7305","2021-10-20T20:00","PM2.5","11","1","Sweet Home - Fire Department","Oregon Dept. of Environmental Quality","410432002","840410432002"
"42.1941","-122.7086","2021-10-20T20:00","PM2.5","6","1","Ashland Fire Dept","Oregon Dept. of Environmental Quality","410290203","840410290203"
"49.13278","-122.69417","2021-10-20T20:00","PM2.5","27","1","Surrey East","Metro Vancouver","000100127","124000100127"
"45.5187","-122.6881","2021-10-20T20:00","PM2.5","8","1","Portland Lincoln High School","Oregon Dept. of Environmental Quality","840410510034","840410510034"
"45.558081","-122.670985","2021-10-20T20:00","PM2.5","9","1","Portland Humboldt School","Oregon Dept. of Environmental Quality","840410512010","840410512010"
"48.294399","-122.660004","2021-10-20T20:00","PM2.5","15","1","Oak Harbor-SW 6th (US)","Washington Department of Ecology","530299999","840530299999"
"45.51421","-122.653294","2021-10-20T20:00","PM2.5","13","1","Portland SE 12th and Salmon","Oregon Dept. of Environmental Quality","840410510035","840410510035"
"41.72679","-122.63359","2021-10-20T20:00","PM2.5","11","1","Yreka","Siskiyou County APCD","060932001","840060932001"
"47.592675","-122.627397","2021-10-20T20:00","PM2.5","25","1","Bremerton-Spruce Ave","Washington Department of Ecology","530350007","840530350007"
"44.778743","-122.617048","2021-10-20T20:00","PM2.5","17","1","Lyons","Oregon Dept. of Environmental Quality","410432003","840410432003"
"48.52008","-122.613213","2021-10-20T20:00","PM2.5","20","1","Anacortes-202 Ave (SO-AQS)","Washington Department of Ecology","530570011","840530570011"
"45.496641","-122.602877","2021-10-20T20:00","PM2.5","19","1","Portland - SE Lafayette","Oregon Dept. of Environmental Quality","410510080","840410510080"
"45.47142","-122.60147","2021-10-20T20:00","PM2.5","10","1","Portland Lane Middle School","Oregon Dept. of Environmental Quality","840410510032","840410510032"
"45.25928","-122.588151","2021-10-20T20:00","PM2.5","11","1","Portland - Spangler Road","Oregon Dept. of Environmental Quality","410050004","840410050004"
"45.64336","-122.58737","2021-10-20T20:00","PM2.5","9","1","Vancouver-NE 84th Ave","Washington Department of Ecology","530110024","840530110024"
"45.5418","-122.5795","2021-10-20T20:00","PM2.5","8","1","Portland McDaniel High School","Oregon Dept. of Environmental Quality","840410510039","840410510039"
"45.562203","-122.575624","2021-10-20T20:00","PM2.5","11","1","Portland Cully Helensview School","Oregon Dept. of Environmental Quality","840410512011","840410512011"
"49.09556","-122.56694","2021-10-20T20:00","PM2.5","5","1","Langley","Metro Vancouver","000101301","124000101301"
"48.465401","-122.559998","2021-10-20T20:00","PM2.5","9","1","Anacortes-Bartholomew Rd (US)","Washington Department of Ecology","530579999","840530579999"
"48.950699","-122.554398","2021-10-20T20:00","PM2.5","3","1","Custer-Loomis (SO-AQS)","Washington Department of Ecology","530730005","840530730005"
"37.9722","-122.5189","2021-10-20T20:00","PM2.5","13","1","San Rafael","San Francisco Bay Area AQMD","060410001","840060410001"
"45.4962","-122.4834","2021-10-20T20:00","PM2.5","9","1","Gresham Centennial HS","Oregon Dept. of Environmental Quality","840410510031","840410510031"
"43.74436","-122.480506","2021-10-20T20:00","PM2.5","17","1","Oakridge - Willamette Activity Center","Lane Regional Air Protection Agency","410392013","840410392013"
"44.752092","-122.479672","2021-10-20T20:00","PM2.5","15","1","Mill City","Oregon Dept. of Environmental Quality","410430104","840410430104"
"47.22634","-122.46256","2021-10-20T20:00","PM2.5","16","1","Tacoma-S 36th St","Washington Department of Ecology","530530024","840530530024"
"48.760036","-122.456463","2021-10-20T20:00","PM2.5","16","1","Bellingham Pacific","Washington Department of Ecology","530730019","840530730019"
"47.1864","-122.4517","2021-10-20T20:00","PM2.5","8","1","Tacoma-L St","Washington Department of Ecology","530530029","840530530029"
"45.863899","-122.410889","2021-10-20T20:00","PM2.5","4","1","Yacolt-Yacolt Rd","Washington Department of Ecology","530110022","840530110022"
"37.7658","-122.3978","2021-10-20T20:00","PM2.5","23","1","San Francisco","San Francisco Bay Area AQMD","060750005","840060750005"
"47.2656","-122.3858","2021-10-20T20:00","PM2.5","16","1","Tacoma-Alexander Ave","Washington Department of Ecology","530530031","840530530031"
"40.5497","-122.3792","2021-10-20T20:00","PM2.5","15","1","Redding","Shasta County Air Quality Management District","060890004","840060890004"
"47.559975","-122.338265","2021-10-20T20:00","PM2.5","30","1","Seattle-Duwamish","Washington Department of Ecology","530330057","840530330057"
"48.410198","-122.337601","2021-10-20T20:00","PM2.5","16","1","Mt Vernon-S 2nd St","Washington Department of Ecology","530570015","840530570015"
"45.291413","-122.332626","2021-10-20T20:00","PM2.5","10","1","Estacada Clackamas River Elementary School","Oregon Dept. of Environmental Quality","840410050011","840410050011"
"49.021506","-122.326556","2021-10-20T20:00","PM2.5","10","1","Abbotsford Airport","Metro Vancouver","000101005","124000101005"
"49.021506","-122.326556","2021-10-20T20:00","PM10","9","1","Abbotsford Airport","Metro Vancouver","000101005","124000101005"
"47.5297","-122.3203","2021-10-20T20:00","PM2.5","22","1","Seattle-South Park","Washington Department of Ecology","530331011","840530331011"
"47.597222","-122.319722","2021-10-20T20:00","PM2.5","24","1","Seattle-10th & Weller","Washington Department of Ecology","530330030","840530330030"
"49.04278","-122.30972","2021-10-20T20:00","PM2.5","10","1","Abbotsford","Metro Vancouver","000101003","124000101003"
"47.568236","-122.308628","2021-10-20T20:00","PM2.5","10","1","Seattle-Beacon Hill","Washington Department of Ecology","530330080","840530330080"
"40.4531","-122.2978","2021-10-20T20:00","PM2.5","12","1","Anderson","Shasta County Air Quality Management District","060890007","840060890007"
"48.065339","-122.285194","2021-10-20T20:00","PM2.5","1","1","Tulalip-Totem Beach Rd","Washington Department of Ecology","840530610021","840530610021"
"37.8148","-122.282402","2021-10-20T20:00","PM2.5","4","1","Oakland West","San Francisco Bay Area AQMD","060010011","840060010011"
"47.753633","-122.277192","2021-10-20T20:00","PM2.5","17","1","Lake Forest Park-Town Center","Washington Department of Ecology","530330024","840530330024"
"40.170917","-122.255667","2021-10-20T20:00","PM2.5","12","1","Red Bluff - Walnut office","Tehama County Air Pollution Control District","061030007","840061030007"
"38.102507","-122.237976","2021-10-20T20:00","PM2.5","6","1","Vallejo","San Francisco Bay Area AQMD","060950004","840060950004"
"47.386101","-122.230202","2021-10-20T20:00","PM2.5","20","1","Kent-James & Central","Washington Department of Ecology","530332004","840530332004"
"47.2814","-122.2233","2021-10-20T20:00","PM2.5","13","1","Auburn 29th St","Washington Department of Ecology","840530330047","840530330047"
"37.4828","-122.2022","2021-10-20T20:00","PM2.5","0","1","Redwood City","San Francisco Bay Area AQMD","060811001","840060811001"
"39.53387","-122.190834","2021-10-20T20:00","PM10","6","1","Willows-Colusa","California Air Resources Board","060210003","840060210003"
"44.728314","-122.182756","2021-10-20T20:00","PM2.5","15","1","Detroit Lake","Oregon Dept. of Environmental Quality","410470123","840410470123"
"48.054315","-122.171529","2021-10-20T20:00","PM2.5","28","1","Marysville-7th Ave","Washington Department of Ecology","530611007","840530611007"
"47.600863","-122.148397","2021-10-20T20:00","PM2.5","5","1","Bellevue-SE 12th","Washington Department of Ecology","530330031","840530330031"
"48.9477","-122.1471","2021-10-20T20:00","PM2.5","17","1","Maple Falls-Azure Way","Washington Department of Ecology","840530739992","840530739992"
"42.910942","-122.145116","2021-10-20T20:00","PM2.5","13","1","Crater Lake Rim","Oregon Dept. of Environmental Quality","840410351001","840410351001"
"37.9383","-122.025","2021-10-20T20:00","PM2.5","17","1","Concord","San Francisco Bay Area AQMD","060130002","840060130002"
"39.18919","-121.99887","2021-10-20T20:00","PM2.5","16","1","Colusa - Sunrise Blvd.","California Air Resources Board","060111002","840060111002"
"39.18919","-121.99887","2021-10-20T20:00","PM10","8","1","Colusa - Sunrise Blvd.","California Air Resources Board","060111002","840060111002"
"38.3525","-121.9617","2021-10-20T20:00","PM2.5","12","1","Vacaville","Yolo-Solano AQMD","060953002","840060953002"
"49.15611","-121.94056","2021-10-20T20:00","PM2.5","33","1","Chilliwack","Metro Vancouver","000101101","124000101101"
"42.541077","-121.921636","2021-10-20T20:00","PM2.5","7","1","Chiloquin","Oregon Dept. of Environmental Quality","840410352040","840410352040"
"37.701222","-121.903019","2021-10-20T20:00","PM2.5","13","1","Pleasanton - Owens Ct.","San Francisco Bay Area AQMD","060010015","840060010015"
"37.3483","-121.8947","2021-10-20T20:00","PM2.5","19","1","San Jose - Jackson St.","San Francisco Bay Area AQMD","060850005","840060850005"
"37.338202","-121.849892","2021-10-20T20:00","PM2.5","24","1","San Jose - Knox Ave","San Francisco Bay Area AQMD","060850006","840060850006"
"39.76168","-121.84047","2021-10-20T20:00","PM2.5","8","1","Chico -  East","California Air Resources Board","060070008","840060070008"
"39.76168","-121.84047","2021-10-20T20:00","PM10","4","1","Chico -  East","California Air Resources Board","060070008","840060070008"
"37.687526","-121.784217","2021-10-20T20:00","PM2.5","8","1","Livermore - Rincon","San Francisco Bay Area AQMD","060010007","840060010007"
"45.28845","-121.782775","2021-10-20T20:00","PM2.5","10","1","Multorpor","Oregon Dept. of Environmental Quality","410050102","840410050102"
"47.4902","-121.772697","2021-10-20T20:00","PM2.5","6","1","North Bend-North Bend Way (SO)","Washington Department of Ecology","530330017","840530330017"
"42.190296","-121.731369","2021-10-20T20:00","PM2.5","4","1","Klamath Falls - Peterson School","Oregon Dept. of Environmental Quality","410350004","840410350004"
"38.6619","-121.7278","2021-10-20T20:00","PM2.5","14","1","Woodland","Yolo-Solano AQMD","061131003","840061131003"
"39.32756","-121.66881","2021-10-20T20:00","PM2.5","11","1","Gridley","California Air Resources Board","060074001","840060074001"
"39.13868","-121.61884","2021-10-20T20:00","PM2.5","37","1","Yuba City","California Air Resources Board","061010003","840061010003"
"39.13868","-121.61884","2021-10-20T20:00","PM10","6","1","Yuba City","California Air Resources Board","061010003","840061010003"
"48.246799","-121.603104","2021-10-20T20:00","PM2.5","36","1","Darrington-Fir St","Washington Department of Ecology","530610020","840530610020"
"39.77919","-121.59135","2021-10-20T20:00","PM2.5","8","1","Paradise Theater","California Air Resources Board","060072002","840060072002"
"36.999571","-121.574684","2021-10-20T20:00","PM2.5","36","1","Gilory - 9th Street","San Francisco Bay Area AQMD","060850002","840060850002"
"44.2921","-121.5555","2021-10-20T20:00","PM2.5","7","1","Sisters Forest Service","Oregon Dept. of Environmental Quality","410170004","840410170004"
"45.685138","-121.527478","2021-10-20T20:00","PM2.5","19","1","Hood River West Side FD","Oregon Dept. of Environmental Quality","840410270001","840410270001"
"43.70376","-121.5273","2021-10-20T20:00","PM2.5","13","1","La Pine Rural Fire Dept","Oregon Dept. of Environmental Quality","840410172002","840410172002"
"38.593328","-121.503728","2021-10-20T20:00","PM2.5","52","2","Bercut Dr","Sacramento Metro. AQMD","060670015","840060670015"
"49.36972","-121.49944","2021-10-20T20:00","PM2.5","36","1","Hope","Metro Vancouver","000101401","124000101401"
"38.56844","-121.49311","2021-10-20T20:00","PM10","13","1","Downtown Sacramento - T Street","California Air Resources Board","060670010","840060670010"
"38.56844","-121.49311","2021-10-20T20:00","PM2.5","13","1","Downtown Sacramento - T Street","California Air Resources Board","060670010","840060670010"
"37.6825","-121.4406","2021-10-20T20:00","PM10","52","2","TracyAP","San Joaquin Valley Unified APCD","060773005","840060773005"
"37.6825","-121.4406","2021-10-20T20:00","PM2.5","20","1","TracyAP","San Joaquin Valley Unified APCD","060773005","840060773005"
"38.302591","-121.420838","2021-10-20T20:00","PM2.5","6","1","Elk Grove","Sacramento Metro. AQMD","060670011","840060670011"
"38.613804","-121.368007","2021-10-20T20:00","PM2.5","8","1","Arden Arcade - Del Paso Manor","Sacramento Metro. AQMD","060670006","840060670006"
"44.063916","-121.312554","2021-10-20T20:00","PM2.5","7","1","Bend - Pump Station","Oregon Dept. of Environmental Quality","410170120","840410170120"
"38.89","-121.3","2021-10-20T20:00","PM2.5","9","1","Lincoln","Placer County APCD","060612001","840060612001"
"44.054661","-121.294068","2021-10-20T20:00","PM2.5","10","1","Bend NE 8th & Emerson","Oregon Dept. of Environmental Quality","840410170123","840410170123"
"37.95075","-121.26897","2021-10-20T20:00","PM2.5","44","1","Stockton - Hazelton Street","California Air Resources Board","060771002","840060771002"
"38.74643","-121.26498","2021-10-20T20:00","PM2.5","33","1","Roseville - N.Sunrise/Douglas","California Air Resources Board","060610006","840060610006"
"38.74643","-121.26498","2021-10-20T20:00","PM10","18","1","Roseville - N.Sunrise/Douglas","California Air Resources Board","060610006","840060610006"
"40.301899","-121.235001","2021-10-20T20:00","PM2.5","20","1","Chester BAM","Northern Sierra AQMD","060631007","840060631007"
"37.8027","-121.2208","2021-10-20T20:00","PM10","77","2","Manteca","San Joaquin Valley Unified APCD","060772010","840060772010"
"37.8027","-121.2208","2021-10-20T20:00","PM2.5","38","1","Manteca","San Joaquin Valley Unified APCD","060772010","840060772010"
"38.494475","-121.211131","2021-10-20T20:00","PM2.5","16","1","Sloughhouse","Sacramento Metro. AQMD","060675003","840060675003"
"45.602419","-121.203387","2021-10-20T20:00","PM2.5","17","1","The Dalles - Cherry Heights","Oregon Dept. of Environmental Quality","410650007","840410650007"
"44.275","-121.1905","2021-10-20T20:00","PM2.5","10","1","Redmond High School","Oregon Dept. of Environmental Quality","840410171001","840410171001"
"38.683304","-121.164457","2021-10-20T20:00","PM2.5","52","2","Folsom","Sacramento Metro. AQMD","060670012","840060670012"
"44.6306","-121.131599","2021-10-20T20:00","PM2.5","8","1","Madras - Westside School","Oregon Dept. of Environmental Quality","410310007","840410310007"
"38.937801","-121.103897","2021-10-20T20:00","PM2.5","35","1","Auburn","Placer County APCD","060610002","840060610002"
"39.234402","-121.055603","2021-10-20T20:00","PM2.5","16","1","Grass Valley","Northern Sierra AQMD","060570005","840060570005"
"37.642165","-120.994212","2021-10-20T20:00","PM10","55","2","Modesto - 14th Street","California Air Resources Board","060990005","840060990005"
"37.642165","-120.994212","2021-10-20T20:00","PM2.5","50","1","Modesto - 14th Street","California Air Resources Board","060990005","840060990005"
"39.1003","-120.9528","2021-10-20T20:00","PM2.5","5","1","Colfax","Placer County APCD","060610004","840060610004"
"39.9369","-120.9478","2021-10-20T20:00","PM2.5","9","1","Quincy BAM","Northern Sierra AQMD","060639901","840060639901"
"44.299787","-120.844773","2021-10-20T20:00","PM2.5","3","1","Prineville - Davidson Park","Oregon Dept. of Environmental Quality","410130100","840410130100"
"35.36639","-120.8426","2021-10-20T20:00","PM2.5","16","1","Morro Bay","San Luis Obispo County APCD","060793001","840060793001"
"37.4883","-120.8358","2021-10-20T20:00","PM2.5","42","1","Turlock - S. Minaret Street","San Joaquin Valley Unified APCD","060990006","840060990006"
"35.494556","-120.666203","2021-10-20T20:00","PM2.5","17","1","Atascadero2","San Luis Obispo County APCD","060798002","840060798002"
"35.494556","-120.666203","2021-10-20T20:00","PM10","9","1","Atascadero2","San Luis Obispo County APCD","060798002","840060798002"
"47.5988","-120.6647","2021-10-20T20:00","PM2.5","35","1","Leavenworth-Evans St","Washington Department of Ecology","530070010","840530070010"
"35.614668","-120.656912","2021-10-20T20:00","PM10","17","1","Paso Robles - Santa Fe Ave","California Air Resources Board","060790005","840060790005"
"35.259473","-120.644493","2021-10-20T20:00","PM10","16","1","SLO Roberto","San Luis Obispo County APCD","840060792020","840060792020"
"35.259473","-120.644493","2021-10-20T20:00","PM2.5","0","1","SLO Roberto","San Luis Obispo County APCD","840060792020","840060792020"
"35.04676","-120.58777","2021-10-20T20:00","PM10","27","1","Nipomo Mesa CDF","San Luis Obispo County APCD","060792007","840060792007"
"35.04676","-120.58777","2021-10-20T20:00","PM2.5","21","1","Nipomo Mesa CDF","San Luis Obispo County APCD","060792007","840060792007"
"46.9936","-120.545","2021-10-20T20:00","PM2.5","33","1","Ellensburg-Ruby St","Washington Department of Ecology","530370002","840530370002"
"46.594952","-120.512283","2021-10-20T20:00","PM2.5","20","1","Yakima-4th Ave","Washington Department of Ecology","530770009","840530770009"
"46.594952","-120.512283","2021-10-20T20:00","PM10","8","1","Yakima-4th Ave","Washington Department of Ecology","530770009","840530770009"
"35.0315","-120.50101","2021-10-20T20:00","PM10","23","1","Nipomo RP","San Luis Obispo County APCD","060794002","840060794002"
"37.30833","-120.480361","2021-10-20T20:00","PM2.5","31","1","Merced-M St","San Joaquin Valley Unified APCD","840060472510","840060472510"
"39.808334","-120.471664","2021-10-20T20:00","PM2.5","38","1","Portola","Northern Sierra AQMD","060631010","840060631010"
"34.637798","-120.456703","2021-10-20T20:00","PM10","19","1","Lompoc H Street","Santa Barbara County Air Pollution Control District","060832004","840060832004"
"34.637798","-120.456703","2021-10-20T20:00","PM2.5","10","1","Lompoc H Street","Santa Barbara County Air Pollution Control District","060832004","840060832004"
"37.2817","-120.433601","2021-10-20T20:00","PM2.5","35","1","Merced - S. Coffee Ave","San Joaquin Valley Unified APCD","060470003","840060470003"
"34.890667","-120.432844","2021-10-20T20:00","PM2.5","9","1","Santa Maria","Santa Barbara County Air Pollution Control District","840060831009","840060831009"
"36.6324","-120.3822","2021-10-20T20:00","PM2.5","26","1","Tranquillity","San Joaquin Valley Unified APCD","060192009","840060192009"
"42.189215","-120.353969","2021-10-20T20:00","PM2.5","5","1","Lakeview - Center & M","Oregon Dept. of Environmental Quality","410370001","840410370001"
"47.43061","-120.34195","2021-10-20T20:00","PM2.5","38","1","Wenatchee-Fifth St","Washington Department of Ecology","530070011","840530070011"
"50.67477","-120.334016","2021-10-20T20:00","PM2.5","54","2","Kamloops Federal Building","British Columbia Ministry of Environment","000100401","124000100401"
"46.380199","-120.332603","2021-10-20T20:00","PM2.5","33","1","Toppenish-Yakama Tribe","Washington Department of Ecology","530770015","840530770015"
"48.4772","-120.1906","2021-10-20T20:00","PM2.5","50","1","Winthrop-Chewuch Rd","Washington Department of Ecology","530470010","840530470010"
"39.3386","-120.170303","2021-10-20T20:00","PM2.5","28","1","Truckee BAM","Northern Sierra AQMD","060571001","840060571001"
"39.166","-120.1488","2021-10-20T20:00","PM2.5","22","1","Tahoe City","Placer County APCD","060611004","840060611004"
"48.354124","-120.105116","2021-10-20T20:00","PM2.5","48","1","Twisp-Ewell St","Washington Department of Ecology","840530470016","840530470016"
"36.1994","-120.0991","2021-10-20T20:00","PM2.5","19","1","Huron","San Joaquin Valley Unified APCD","060192008","840060192008"
"34.605819","-120.07506","2021-10-20T20:00","PM2.5","4","1","Santa Ynez","Santa Barbara County Air Pollution Control District","060833001","840060833001"
"36.9533","-120.0341","2021-10-20T20:00","PM10","55","2","Madera-City","San Joaquin Valley Unified APCD","060392010","840060392010"
"36.9533","-120.0341","2021-10-20T20:00","PM2.5","27","1","Madera-City","San Joaquin Valley Unified APCD","060392010","840060392010"
"47.83861","-120.02306","2021-10-20T20:00","PM2.5","16","1","Chelan-Woodin Ave","Washington Department of Ecology","530070007","840530070007"
"46.32033","-119.9981","2021-10-20T20:00","PM2.5","26","1","Sunnyside-S 16th","Washington Department of Ecology","530770005","840530770005"
"38.94498","-119.97061","2021-10-20T20:00","PM10","5","1","South Lake Tahoe - Sandy Way","California Air Resources Board","060170011","840060170011"
"47.24126","-119.84595","2021-10-20T20:00","PM2.5","15","1","Quincy 3rd","Washington Department of Ecology","530251003","840530251003"
"34.445301","-119.827797","2021-10-20T20:00","PM2.5","24","1","Goleta","Santa Barbara County Air Pollution Control District","060832011","840060832011"
"34.445301","-119.827797","2021-10-20T20:00","PM10","18","1","Goleta","Santa Barbara County Air Pollution Control District","060832011","840060832011"
"39.521918","-119.795444","2021-10-20T20:00","PM10","14","1","Reno4","Washoe County Health District Air Quality Management Division","840320310031","840320310031"
