"Latitude","Longitude","UTC","Pollutant","AQI","Category","Location","ReportingAgency","StationID","FullStationID"
"43.1403","-80.2961","2021-10-20T20:00","PM2.5","33","1","Brantford","Ontario Ministry of the Environment","000061402","124000061402"
"39.82","-80.2897","2021-10-20T20:00","PM2.5","20","1","Holbrook","Pennsylvania Dept. of Environmental Protection","420590002","840420590002"
"35.8145","-80.2627","2021-10-20T20:00","PM2.5","27","1","LWATTOWR","North Carolina DEQ - Division of Air Quality","370570002","840370570002"
"26.054047","-80.257608","2021-10-20T20:00","PM2.5","24","1","NCORE","Broward County Environmental Engineering and Permitting  Division","120110034","840120110034"
"26.054047","-80.257608","2021-10-20T20:00","PM10","18","1","NCORE","Broward County Environmental Engineering and Permitting  Division","120110034","840120110034"
"40.269","-80.244","2021-10-20T20:00","PM2.5","24","1","Houston","Pennsylvania Dept. of Environmental Protection","421255200","840421255200"
"27.172459","-80.240692","2021-10-20T20:00","PM2.5","24","1","Stuart","Florida Dept. of Environmental Protection","120850007","840120850007"
"26.131256","-80.167847","2021-10-20T20:00","PM2.5","31","1","Near Road","Broward County Environmental Engineering and Permitting  Division","120110035","840120110035"
"26.2906","-80.0969","2021-10-20T20:00","PM2.5","38","1","POMPANO_BEACH","Broward County Environmental Engineering and Permitting  Division","120112003","840120112003"
"26.456944","-80.092778","2021-10-20T20:00","PM10","7","1","Delray Beach","Florida Dept. of Environmental Protection","840120992005","840120992005"
"45.3378","-80.0378","2021-10-20T20:00","PM2.5","32","1","Parry Sound","Ontario Ministry of the Environment","000065201","124000065201"
"42.1428","-80.0372","2021-10-20T20:00","PM2.5","28","1","Erie","Pennsylvania Dept. of Environmental Protection","420490003","840420490003"
"40.4656","-79.9611","2021-10-20T20:00","PM2.5","26","1","Lawrenceville","Allegheny County","420030008","840420030008"
"32.791","-79.959","2021-10-20T20:00","PM2.5","28","1","Charleston Public Works","South Carolina DHEC","450190049","840450190049"
"32.836602","-79.956983","2021-10-20T20:00","PM2.5","52","2","SPA-Irving St.","South Carolina DHEC","840450190021","840450190021"
"40.1469","-79.9033","2021-10-20T20:00","PM2.5","22","1","Charleroi","Pennsylvania Dept. of Environmental Protection","421250005","840421250005"
"37.285599","-79.884201","2021-10-20T20:00","PM2.5","20","1","EAST VINTON ELEMENTARY SCHOOL","Virginia Dept. of Environmental Quality","511611004","840511611004"
"43.2561","-79.8617","2021-10-20T20:00","PM2.5","41","1","Hamilton Downtown","Ontario Ministry of the Environment","000060512","124000060512"
"35.263165","-79.836636","2021-10-20T20:00","PM2.5","37","1","Candor FRO","North Carolina DEQ - Division of Air Quality","371230001","840371230001"
"35.263165","-79.836636","2021-10-20T20:00","PM10","16","1","Candor FRO","North Carolina DEQ - Division of Air Quality","371230001","840371230001"
"39.917663","-79.805499","2021-10-20T20:00","PM2.5","22","1","Uniontown","Pennsylvania Dept. of Environmental Protection","840420510524","840420510524"
"36.109006","-79.802314","2021-10-20T20:00","PM10","6","1","MENDNHAL","North Carolina DEQ - Division of Air Quality","370810013","840370810013"
"36.109006","-79.802314","2021-10-20T20:00","PM2.5","6","1","MENDNHAL","North Carolina DEQ - Division of Air Quality","370810013","840370810013"
"34.2143","-79.7673","2021-10-20T20:00","PM2.5","28","1","Williams Middle School","South Carolina DHEC","450410003","840450410003"
"44.382361","-79.702306","2021-10-20T20:00","PM2.5","37","1","Barrie","Ontario Ministry of the Environment","000065001","124000065001"
"32.941002","-79.656998","2021-10-20T20:00","PM2.5","23","1","Cape Romain","South Carolina DHEC","450190046","840450190046"
"40.8142","-79.565","2021-10-20T20:00","PM2.5","26","1","Kittanning","Pennsylvania Dept. of Environmental Protection","420050001","840420050001"
"40.3053","-79.5061","2021-10-20T20:00","PM2.5","26","1","Greensburg","Pennsylvania Dept. of Environmental Protection","421290008","840421290008"
"46.3175","-79.4453","2021-10-20T20:00","PM2.5","31","1","North Bay","Ontario Ministry of the Environment","000062001","124000062001"
"43.64543","-79.38908","2021-10-20T20:00","PM2.5","41","1","Toronto Downtown","Ontario Ministry of the Environment","124000060445","124000060445"
"43.1583","-79.235","2021-10-20T20:00","PM2.5","28","1","St. Catharines","Ontario Ministry of the Environment","000061302","124000061302"
"46.72139","-79.0997","2021-10-20T20:00","PM2.5","26","1","Temiscaming","Canada-Quebec1","000052701","124000052701"
"48.2344","-78.9833","2021-10-20T20:00","PM2.5","10","1","Rouyn-Noranda - Parc Tremblay","Canada-Quebec1","000050604","124000050604"
"35.041416","-78.953112","2021-10-20T20:00","PM2.5","44","1","W OWEN SCH","North Carolina DEQ - Division of Air Quality","370510009","840370510009"
"35.041416","-78.953112","2021-10-20T20:00","PM10","22","1","W OWEN SCH","North Carolina DEQ - Division of Air Quality","370510009","840370510009"
"45.2211","-78.9314","2021-10-20T20:00","PM2.5","52","2","Dorset","Ontario Ministry of the Environment","000063301","124000063301"
"40.5633","-78.92","2021-10-20T20:00","PM2.5","28","1","Strongstown","Pennsylvania Dept. of Environmental Protection","420630004","840420630004"
"40.3097","-78.9158","2021-10-20T20:00","PM2.5","26","1","Johnstown","Pennsylvania Dept. of Environmental Protection","420210011","840420210011"
"36.032955","-78.904037","2021-10-20T20:00","PM2.5","15","1","Durham Armory","North Carolina DEQ - Division of Air Quality","370630015","840370630015"
"36.032955","-78.904037","2021-10-20T20:00","PM10","8","1","Durham Armory","North Carolina DEQ - Division of Air Quality","370630015","840370630015"
"42.9981","-78.8993","2021-10-20T20:00","PM2.5","40","1","Tonawanda II","New York Dept. of Environmental Conservation","360291014","840360291014"
"35.889402","-78.8747","2021-10-20T20:00","PM2.5","21","1","Burdens Creek","EPA Office of Air Quality Planning and Standards","370630099","840370630099"
"35.889402","-78.8747","2021-10-20T20:00","PM10","12","1","Burdens Creek","EPA Office of Air Quality Planning and Standards","370630099","840370630099"
"35.8652","-78.8197","2021-10-20T20:00","PM2.5","23","1","Triple Oak - Near Road","North Carolina DEQ - Division of Air Quality","371830021","840371830021"
"42.8781","-78.8094","2021-10-20T20:00","PM2.5","33","1","Buffalo","New York Dept. of Environmental Conservation","360290005","840360290005"
"42.92111","-78.76611","2021-10-20T20:00","PM2.5","43","1","Buffalo Near-road","New York Dept. of Environmental Conservation","360290023","840360290023"
"35.856111","-78.574167","2021-10-20T20:00","PM2.5","21","1","Millbrook NCore","North Carolina DEQ - Division of Air Quality","371830014","840371830014"
"35.856111","-78.574167","2021-10-20T20:00","PM10","12","1","Millbrook NCore","North Carolina DEQ - Division of Air Quality","371830014","840371830014"
"38.076599","-78.503998","2021-10-20T20:00","PM2.5","24","1","Albemarle HS","Virginia Dept. of Environmental Quality","510030001","840510030001"
"35.59095","-78.4622","2021-10-20T20:00","PM2.5","35","1","JOHNSTON","North Carolina DEQ - Division of Air Quality","371010002","840371010002"
"38.5231","-78.4347","2021-10-20T20:00","PM2.5","19","1","Shenandoah NP","Virginia Dept. of Environmental Quality","511130003","840511130003"
"40.515","-78.3889","2021-10-20T20:00","PM2.5","24","1","Altoona","Pennsylvania Dept. of Environmental Protection","420130801","840420130801"
"44.3","-78.35","2021-10-20T20:00","PM2.5","32","1","Peterborough","Ontario Ministry of the Environment","000061104","124000061104"
"39.282799","-78.081398","2021-10-20T20:00","PM2.5","20","1","BUTLER MANUF. CO NEAR REST","Virginia Dept. of Environmental Quality","510690010","840510690010"
"40.8114","-77.8769","2021-10-20T20:00","PM2.5","26","1","State College","Pennsylvania Dept. of Environmental Protection","420270100","840420270100"
"34.364167","-77.838611","2021-10-20T20:00","PM2.5","23","1","CASTLE H","North Carolina DEQ - Division of Air Quality","371290002","840371290002"
"34.364167","-77.838611","2021-10-20T20:00","PM10","19","1","CASTLE H","North Carolina DEQ - Division of Air Quality","371290002","840371290002"
"39.565601","-77.721901","2021-10-20T20:00","PM2.5","17","1","Hagerstown","Maryland Department of the Environment","240430009","840240430009"
"36.511708","-77.655389","2021-10-20T20:00","PM2.5","30","1","Northampton","North Carolina DEQ - Division of Air Quality","371310003","840371310003"
"35.988278","-77.5843","2021-10-20T20:00","PM2.5","26","1","LEGGETT","North Carolina DEQ - Division of Air Quality","370650099","840370650099"
"35.231459","-77.568792","2021-10-20T20:00","PM10","15","1","LENOIRCOLL","North Carolina DEQ - Division of Air Quality","371070004","840371070004"
"43.145021","-77.557608","2021-10-20T20:00","PM2.5","35","1","Rochester Near-road","New York Dept. of Environmental Conservation","360550015","840360550015"
"43.1461","-77.5481","2021-10-20T20:00","PM2.5","28","1","Rochester","New York Dept. of Environmental Conservation","360551007","840360551007"
"37.55652","-77.40027","2021-10-20T20:00","PM2.5","20","1","MATH & SCIENCE CTR","Virginia Dept. of Environmental Quality","510870014","840510870014"
"44.1503","-77.3956","2021-10-20T20:00","PM2.5","35","1","Belleville","Ontario Ministry of the Environment","000065401","124000065401"
"35.641276","-77.360126","2021-10-20T20:00","PM2.5","34","1","PITTAGCT","North Carolina DEQ - Division of Air Quality","371470006","840371470006"
"39.9233","-77.3081","2021-10-20T20:00","PM2.5","26","1","Arendtsville","Pennsylvania Dept. of Environmental Protection","420010001","840420010001"
"48.4325","-77.1997","2021-10-20T20:00","PM2.5","8","1","Senneterre","Canada-Quebec1","000055101","124000055101"
"40.2464","-77.1867","2021-10-20T20:00","PM2.5","23","1","Carlisle","Pennsylvania Dept. of Environmental Protection","420410101","840420410101"
"38.771702","-77.108902","2021-10-20T20:00","PM2.5","23","1","FRANCONIA","Virginia Dept. of Environmental Quality","510590030","840510590030"
"39.114399","-77.106903","2021-10-20T20:00","PM2.5","28","1","Rockville","Maryland Department of the Environment","240313001","840240313001"
"38.875161","-77.012816","2021-10-20T20:00","PM2.5","46","1","King Greenleaf Rec Center","District of Columbia - Department of Energy and Environment","840110010053","840110010053"
"38.895683","-76.958089","2021-10-20T20:00","PM2.5","19","1","RIVER_Terrace","District of Columbia - Department of Energy and Environment","110010041","840110010041"
"38.894749","-76.953427","2021-10-20T20:00","PM2.5","34","1","DCNearRoad","District of Columbia - Department of Energy and Environment","110010051","840110010051"
"41.6447","-76.9392","2021-10-20T20:00","PM2.5","23","1","Tioga County","Pennsylvania Dept. of Environmental Protection","421174000","840421174000"
"35.81066","-76.906249","2021-10-20T20:00","PM10","1","1","JAMESVIL","North Carolina DEQ - Division of Air Quality","371170001","840371170001"
"39.055302","-76.878304","2021-10-20T20:00","PM2.5","17","1","HU-Beltsville","Maryland Department of the Environment","240330030","840240330030"
"40.246992","-76.846988","2021-10-20T20:00","PM2.5","28","1","Harrisburg","Pennsylvania Dept. of Environmental Protection","420430401","840420430401"
"39.143197","-76.846192","2021-10-20T20:00","PM2.5","31","1","Howard County Near Road","Maryland Department of the Environment","240270006","840240270006"
"39.9653","-76.6994","2021-10-20T20:00","PM2.5","30","1","York","Pennsylvania Dept. of Environmental Protection","421330008","840421330008"
"39.462002","-76.631599","2021-10-20T20:00","PM2.5","42","1","Padonia","Maryland Department of the Environment","240051007","840240051007"
"39.2981","-76.604698","2021-10-20T20:00","PM2.5","21","1","Oldtown","Maryland Department of the Environment","245100040","840245100040"
"44.219867","-76.521128","2021-10-20T20:00","PM2.5","26","1","Kingston","Ontario Ministry of the Environment","000060304","124000060304"
"41.705226","-76.512726","2021-10-20T20:00","PM2.5","25","1","Towanda","Pennsylvania Dept. of Environmental Protection","420150011","840420150011"
"40.338516","-76.394788","2021-10-20T20:00","PM2.5","25","1","Lebanon","Pennsylvania Dept. of Environmental Protection","840420750101","840420750101"
"37.103683","-76.386948","2021-10-20T20:00","PM2.5","22","1","HAMPTON","Virginia Dept. of Environmental Quality","516500008","840516500008"
"39.41","-76.2967","2021-10-20T20:00","PM2.5","30","1","Edgewood","Maryland Department of the Environment","240251001","840240251001"
"40.0467","-76.2833","2021-10-20T20:00","PM2.5","27","1","Lancaster","Pennsylvania Dept. of Environmental Protection","420710007","840420710007"
"38.5876","-76.1408","2021-10-20T20:00","PM2.5","35","1","Horn Point","Maryland Department of the Environment","240190004","840240190004"
"40.0439","-76.1125","2021-10-20T20:00","PM2.5","42","1","Lancaster DW","Pennsylvania Dept. of Environmental Protection","420710012","840420710012"
"45.6222","-76.0178","2021-10-20T20:00","PM2.5","30","1","Parc de la Gatineau - La PÃªche","Canada-Quebec1","000052401","124000052401"
"40.3833","-75.9686","2021-10-20T20:00","PM2.5","25","1","Reading Airport","Pennsylvania Dept. of Environmental Protection","420110011","840420110011"
"41.605244","-75.95774","2021-10-20T20:00","PM2.5","24","1","Tunkhannock","Pennsylvania Dept. of Environmental Protection","840421310010","840421310010"
"39.701099","-75.860001","2021-10-20T20:00","PM2.5","22","1","Fair Hill","Maryland Department of the Environment","240150003","840240150003"
"39.305199","-75.797203","2021-10-20T20:00","PM2.5","13","1","Millington","Maryland Department of the Environment","240290002","840240290002"
"39.5511","-75.7308","2021-10-20T20:00","PM2.5","26","1","LUMS 2","Delaware Dept. of Natural Resources and Environment","100031007","840100031007"
"45.4369","-75.7261","2021-10-20T20:00","PM2.5","32","1","Gatineau - Hull","Canada-Quebec1","000050204","124000050204"
"38.176541","-75.701489","2021-10-20T20:00","PM2.5","21","1","Princess Anne","Maryland Department of the Environment","840240396431","840240396431"
"38.176541","-75.701489","2021-10-20T20:00","PM10","17","1","Princess Anne","Maryland Department of the Environment","840240396431","840240396431"
"45.4322","-75.6764","2021-10-20T20:00","PM2.5","39","1","Ottawa","Ontario Ministry of the Environment","000060104","124000060104"
"41.4428","-75.6231","2021-10-20T20:00","PM2.5","24","1","Scranton","Pennsylvania Dept. of Environmental Protection","420692006","840420692006"
"38.6444","-75.6131","2021-10-20T20:00","PM2.5","24","1","SEAFORD","Delaware Dept. of Natural Resources and Environment","100051002","840100051002"
"39.595001","-75.611","2021-10-20T20:00","PM2.5","25","1","Rte 9 Del. City","Delaware Dept. of Natural Resources and Environment","100031008","840100031008"
"38.9847","-75.5556","2021-10-20T20:00","PM2.5","23","1","KILLENS","Delaware Dept. of Natural Resources and Environment","100010002","840100010002"
"38.013875","-75.545666","2021-10-20T20:00","PM2.5","20","1","Pocomoke City","Maryland Department of the Environment","840240476432","840240476432"
"38.013875","-75.545666","2021-10-20T20:00","PM10","13","1","Pocomoke City","Maryland Department of the Environment","840240476432","840240476432"
"40.6119","-75.4325","2021-10-20T20:00","PM2.5","30","1","Allentown","Pennsylvania Dept. of Environmental Protection","420770004","840420770004"
"46.7686","-75.4319","2021-10-20T20:00","PM2.5","14","1","Mont-Saint-Michel","Canada-Quebec1","000055001","124000055001"
"39.818715","-75.413973","2021-10-20T20:00","PM2.5","30","1","Marcus Hook","Pennsylvania Dept. of Environmental Protection","420450109","840420450109"
"39.8356","-75.3725","2021-10-20T20:00","PM2.5","46","1","Chester","Pennsylvania Dept. of Environmental Protection","420450002","840420450002"
"40.6281","-75.3411","2021-10-20T20:00","PM2.5","25","1","Freemansburg","Pennsylvania Dept. of Environmental Protection","420950025","840420950025"
"40.1122","-75.3092","2021-10-20T20:00","PM2.5","28","1","Norristown","Pennsylvania Dept. of Environmental Protection","420910013","840420910013"
"39.988842","-75.207205","2021-10-20T20:00","PM2.5","27","1","MON","Philadelphia Air Management Services","421010076","840421010076"
"39.922516","-75.186783","2021-10-20T20:00","PM2.5","40","1","RIT","Philadelphia Air Management Services","421010055","840421010055"
"39.9603","-75.1424","2021-10-20T20:00","PM2.5","33","1","FAB","Philadelphia Air Management Services","421010057","840421010057"
"39.934446","-75.125291","2021-10-20T20:00","PM2.5","50","1","Camden Spruce St","New Jersey Dept. of Environmental Protection","340070002","840340070002"
"39.991389","-75.080833","2021-10-20T20:00","PM2.5","30","1","NEW","Philadelphia Air Management Services","421010048","840421010048"
"39.991389","-75.080833","2021-10-20T20:00","PM10","17","1","NEW","Philadelphia Air Management Services","421010048","840421010048"
"40.924606","-75.067825","2021-10-20T20:00","PM2.5","74","2","Columbia","New Jersey Dept. of Environmental Protection","340410007","840340410007"
"39.422272","-75.0252","2021-10-20T20:00","PM2.5","21","1","Millville","New Jersey Dept. of Environmental Protection","340110007","840340110007"
"40.054171","-74.985166","2021-10-20T20:00","PM2.5","33","1","TOR","Philadelphia Air Management Services","421010075","840421010075"
"40.515251","-74.806755","2021-10-20T20:00","PM2.5","32","1","Flemington","New Jersey Dept. of Environmental Protection","340190001","840340190001"
"40.222421","-74.763167","2021-10-20T20:00","PM2.5","49","1","Trenton","New Jersey Dept. of Environmental Protection","840340210008","840340210008"
"40.283092","-74.742645","2021-10-20T20:00","PM2.5","11","1","Rider University","New Jersey Dept. of Environmental Protection","340210005","840340210005"
"45.0294","-74.7394","2021-10-20T20:00","PM2.5","49","1","Cornwall","Ontario Ministry of the Environment","000061201","124000061201"
"46.035","-74.4819","2021-10-20T20:00","PM2.5","20","1","Saint-Faustin-Lac-CarrÃ©","Canada-Quebec1","000052301","124000052301"
"39.46487","-74.448738","2021-10-20T20:00","PM2.5","22","1","Brigantine","New Jersey Dept. of Environmental Protection","340010006","840340010006"
"40.462181","-74.429436","2021-10-20T20:00","PM2.5","25","1","Rutgers University","New Jersey Dept. of Environmental Protection","340230011","840340230011"
"45.1167","-74.2833","2021-10-20T20:00","PM2.5","25","1","Saint-Anicet","Canada-Quebec1","000054401","124000054401"
"40.603943","-74.276176","2021-10-20T20:00","PM2.5","26","1","Rahway PM","New Jersey Dept. of Environmental Protection","340392003","840340392003"
"40.641441","-74.208366","2021-10-20T20:00","PM2.5","40","1","Elizabeth Trailer","New Jersey Dept. of Environmental Protection","340390004","840340390004"
"40.5802","-74.1994","2021-10-20T20:00","PM2.5","28","1","Fresh Kills","New York Dept. of Environmental Conservation","360850111","840360850111"
"40.720989","-74.192894","2021-10-20T20:00","PM2.5","15","1","Newark Firehouse","New Jersey Dept. of Environmental Protection","340130003","840340130003"
"39.994908","-74.170447","2021-10-20T20:00","PM2.5","23","1","Toms River","New Jersey Dept. of Environmental Protection","840340292002","840340292002"
"40.725452","-74.052292","2021-10-20T20:00","PM2.5","25","1","Jersey City FH","New Jersey Dept. of Environmental Protection","340171003","840340171003"
"41.182079","-74.028191","2021-10-20T20:00","PM2.5","24","1","Rockland Cty","New York Dept. of Environmental Conservation","360870005","840360870005"
"40.641819","-74.018707","2021-10-20T20:00","PM2.5","30","1","Bklyn - PS 314","New York Dept. of Environmental Conservation","360470052","840360470052"
"41.4994","-74.0097","2021-10-20T20:00","PM2.5","23","1","Newburgh","New York Dept. of Environmental Conservation","360710002","840360710002"
"40.85355","-73.9661","2021-10-20T20:00","PM2.5","14","1","Fort Lee Near Road","New Jersey Dept. of Environmental Protection","340030010","840340030010"
"40.8197","-73.9481","2021-10-20T20:00","PM2.5","27","1","CCNY","New York Dept. of Environmental Conservation","360610135","840360610135"
"40.8492","-73.9319","2021-10-20T20:00","PM2.5","24","1","Manhattan/IS143","New York Dept. of Environmental Conservation","360610115","840360610115"
"45.426509","-73.928944","2021-10-20T20:00","PM2.5","29","1","Sainte-Anne-de-Bellevue","Canada-Quebec2","CC0050126","000CC0050126"
"40.694401","-73.928596","2021-10-20T20:00","PM2.5","28","1","Bklyn - PS274","New York Dept. of Environmental Conservation","360470118","840360470118"
"40.816101","-73.902199","2021-10-20T20:00","PM2.5","29","1","Bronx - IS52","New York Dept. of Environmental Conservation","360050110","840360050110"
"40.816101","-73.902199","2021-10-20T20:00","PM10","19","1","Bronx - IS52","New York Dept. of Environmental Conservation","360050110","840360050110"
"44.3647","-73.9017","2021-10-20T20:00","PM2.5","23","1","Whiteface Mtn","New York Dept. of Environmental Conservation","360310003","840360310003"
"40.7269","-73.8933","2021-10-20T20:00","PM2.5","27","1","Maspeth","New York Dept. of Environmental Conservation","360810120","840360810120"
"40.739264","-73.817694","2021-10-20T20:00","PM2.5","36","1","Queens Near-road","New York Dept. of Environmental Conservation","360810125","840360810125"
"41.0522","-73.7642","2021-10-20T20:00","PM2.5","13","1","White Plains","New York Dept. of Environmental Conservation","361192004","840361192004"
"42.6425","-73.7547","2021-10-20T20:00","PM2.5","29","1","Albany","New York Dept. of Environmental Conservation","360010005","840360010005"
"45.5472","-73.7472","2021-10-20T20:00","PM2.5","28","1","Laval - Chomedey","Canada-Quebec1","000050113","124000050113"
"45.502648","-73.663913","2021-10-20T20:00","PM2.5","49","1","Duncan","Canada-Quebec2","CC0050109","000CC0050109"
"45.70476","-73.65776","2021-10-20T20:00","PM2.5","30","1","Terrebonne - Parc Vaillant","Canada-Quebec1","000050137","124000050137"
"45.593325","-73.637328","2021-10-20T20:00","PM2.5","14","1","Caserne 17","Canada-Quebec2","CC0050135","000CC0050135"
"40.7447","-73.5869","2021-10-20T20:00","PM2.5","28","1","Eisenhower Park","New York Dept. of Environmental Conservation","360590005","840360590005"
"45.651722","-73.573896","2021-10-20T20:00","PM2.5","25","1","RiviÃ¨re-des-Prairies","Canada-Quebec2","CC0050129","000CC0050129"
"45.512189","-73.566872","2021-10-20T20:00","PM2.5","37","1","York-Roberval","Canada-Quebec2","CC0050138","000CC0050138"
"45.512189","-73.566872","2021-10-20T20:00","PM2.5","36","1","St-Dominique","Canada-Quebec2","CC0050136","000CC0050136"
"45.539928","-73.540388","2021-10-20T20:00","PM2.5","50","1","Hochelaga","Canada-Quebec2","CC0050131","000CC0050131"
"45.641026","-73.499682","2021-10-20T20:00","PM2.5","47","1","Saint-Jean-Baptiste","Canada-Quebec2","CC0050103","000CC0050103"
"45.5231","-73.4939","2021-10-20T20:00","PM2.5","31","1","Longueuil","Canada-Quebec1","000050119","124000050119"
"45.4431","-73.4686","2021-10-20T20:00","PM2.5","14","1","Saint-Simon","Canada-Quebec1","000052201","124000052201"
"41.4014","-73.4447","2021-10-20T20:00","PM2.5","25","1","Danbury","Connecticut Dept. of Energy and Environmental Protection","090011123","840090011123"
"41.4014","-73.4447","2021-10-20T20:00","PM10","19","1","Danbury","Connecticut Dept. of Energy and Environmental Protection","090011123","840090011123"
"45.29417","-73.3489","2021-10-20T20:00","PM2.5","28","1","Saint-Jean-sur-Richelieu - L'Acadie","Canada-Quebec1","000055301","124000055301"
"41.833099","-73.303299","2021-10-20T20:00","PM2.5","20","1","Cornwall","Connecticut Dept. of Energy and Environmental Protection","090050005","840090050005"
"41.833099","-73.303299","2021-10-20T20:00","PM10","19","1","Cornwall","Connecticut Dept. of Energy and Environmental Protection","090050005","840090050005"
"42.887501","-73.249702","2021-10-20T20:00","PM2.5","29","1","Bennington","Vermont Air Quality & Climate Division","500030004","840500030004"
"42.453035","-73.238776","2021-10-20T20:00","PM2.5","31","1","PittsfieldES","Massachusetts Dept. of Environmental Protection","840250030008","840250030008"
"44.476101","-73.210297","2021-10-20T20:00","PM2.5","31","1","Burlington","Vermont Air Quality & Climate Division","500070014","840500070014"
"41.171398","-73.195297","2021-10-20T20:00","PM2.5","26","1","Bridgeport","Connecticut Dept. of Energy and Environmental Protection","090010010","840090010010"
"42.702223","-73.110414","2021-10-20T20:00","PM2.5","33","1","NorthAdams","Massachusetts Dept. of Environmental Protection","250036001","840250036001"
"40.8278","-73.0575","2021-10-20T20:00","PM2.5","25","1","Holtsville","New York Dept. of Environmental Conservation","361030009","840361030009"
"41.5503","-73.0442","2021-10-20T20:00","PM2.5","29","1","Waterbury","Connecticut Dept. of Energy and Environmental Protection","090092123","840090092123"
"43.608528","-72.98246","2021-10-20T20:00","PM2.5","26","1","RUTLAND","Vermont Air Quality & Climate Division","500210002","840500210002"
"41.301288","-72.902685","2021-10-20T20:00","PM2.5","28","1","New Haven - Criscuolo Park","Connecticut Dept. of Energy and Environmental Protection","090090027","840090090027"
"41.301288","-72.902685","2021-10-20T20:00","PM10","25","1","New Haven - Criscuolo Park","Connecticut Dept. of Energy and Environmental Protection","090090027","840090090027"
"46.4425","-72.8928","2021-10-20T20:00","PM2.5","10","1","Charette","Canada-Quebec1","000052001","124000052001"
"48.8183","-72.7428","2021-10-20T20:00","PM2.5","3","1","RÃ©s. Faun. Ashuapmushuan - PÃ©monka","Canada-Quebec1","000053201","124000053201"
"46.5544","-72.7361","2021-10-20T20:00","PM2.5","8","1","Shawinigan - Saint-Marc","Canada-Quebec1","000051201","124000051201"
"41.771444","-72.679923","2021-10-20T20:00","PM2.5","27","1","Hartford-Huntley","Connecticut Dept. of Energy and Environmental Protection","090030025","840090030025"
"41.771444","-72.679923","2021-10-20T20:00","PM10","21","1","Hartford-Huntley","Connecticut Dept. of Energy and Environmental Protection","090030025","840090030025"
"46.0419","-72.66","2021-10-20T20:00","PM2.5","8","1","Saint-ZÃ©phirin-de-Courval","Canada-Quebec1","000051501","124000051501"
"41.7847","-72.6297","2021-10-20T20:00","PM2.5","28","1","East Hartford","Connecticut Dept. of Energy and Environmental Protection","090031003","840090031003"
"41.7847","-72.6297","2021-10-20T20:00","PM10","24","1","East Hartford","Connecticut Dept. of Energy and Environmental Protection","090031003","840090031003"
"42.194401","-72.555603","2021-10-20T20:00","PM2.5","28","1","CHICOPEE","Massachusetts Dept. of Environmental Protection","250130008","840250130008"
"46.362425","-72.510042","2021-10-20T20:00","PM2.5","10","1","Trois-RiviÃ¨res - Cap-de-la-Madelaine","Canada-Quebec1","000055401","124000055401"
"46.35","-72.4333","2021-10-20T20:00","PM2.5","16","1","BÃ©cancour","Canada-Quebec1","000054703","124000054703"
"42.298302","-72.334396","2021-10-20T20:00","PM2.5","42","1","WARE","Massachusetts Dept. of Environmental Protection","250154002","840250154002"
"43.629605","-72.309499","2021-10-20T20:00","PM2.5","20","1","Lebanon","New Hampshire Dept. of Environmental Services","330090010","840330090010"
"47.6472","-72.2914","2021-10-20T20:00","PM2.5","6","1","Lac-Ã?douard","Canada-Quebec1","000053901","124000053901"
"41.3536","-72.0789","2021-10-20T20:00","PM2.5","26","1","Groton Fort Griswold","Connecticut Dept. of Energy and Environmental Protection","090110124","840090110124"
"41.3536","-72.0789","2021-10-20T20:00","PM10","22","1","Groton Fort Griswold","Connecticut Dept. of Energy and Environmental Protection","090110124","840090110124"
"46.6822","-71.9678","2021-10-20T20:00","PM2.5","8","1","Deschambault","Canada-Quebec1","000053301","124000053301"
"45.9075","-71.9492","2021-10-20T20:00","PM2.5","12","1","Tingwick","Canada-Quebec1","000053801","124000053801"
"42.86183","-71.878626","2021-10-20T20:00","PM2.5","22","1","Miller State Park","New Hampshire Dept. of Environmental Services","330115001","840330115001"
"42.86183","-71.878626","2021-10-20T20:00","PM10","11","1","Miller State Park","New Hampshire Dept. of Environmental Services","330115001","840330115001"
"45.4125","-71.8744","2021-10-20T20:00","PM2.5","10","1","Sherbrooke - Parc Cambron","Canada-Quebec1","000050404","124000050404"
"42.263901","-71.794701","2021-10-20T20:00","PM2.5","25","1","Worcester","Massachusetts Dept. of Environmental Protection","250270023","840250270023"
"41.615","-71.7197","2021-10-20T20:00","PM2.5","18","1","W Greenwich","Rhode Island Dept. of Environmental Management","440030002","840440030002"
"43.566122","-71.496335","2021-10-20T20:00","PM2.5","16","1","Laconia","New Hampshire Dept. of Environmental Services","330012004","840330012004"
